,username,comment,Pre-processing,label_sentimen,score,sentimen_numerik
1893,nurasitah,"Nanti kebanyakan pakaian dibilang merusak lingkungan, limbah pakaian dll. Banyak juga orang yg bergantung dari bisnis pakaian ini 🥲",banyak pakai bilang rusak lingkung limbah pakai dan lain orang gantung bisnis pakai,negatif,-0.04520000000000002,0
1894,yourdailysins_,"KAOS OPERSESNYA GAES. GAMBAR BERUANG PETIR SILAHKAN. Operses operses tai , pas gue pake kaya croptop.",kaos opersesnya gaes gambar beruang petir silah operses operses tai pas saya pakai kaya croptop,negatif,-0.04930000000000001,0
1895,in.duarr__,yaa gmna yaa barang lokal cenderung mahal pakk dan belum tentu bagus modelnya.. kalo thrift kan murah modelnya pun ga pasaran gtuloh,yaa bagaimana yaa barang lokal cenderung mahal pakk bagus model thrift murah model pasar gtuloh,positif,0.05159999999999998,1
1896,biiiraa,tapi bisa aja pak impor dari luar negeri kita kenakan pajak,impor negeri kena pajak,negatif,-0.8402,0
1898,aziz.gejo,"Seandainya harga produk lokal juga di kontrol oleh pihak pemerintah pasti bisa, karena pada dasar nya type pelaku usaha/SDM kita kalau brand nya sudah naik/terkenal walaupun ga terkenal2 amat, di kemudian hari dia menurunkan kelas kualitas & menstabilkan harga diri nya ( CARI UNTUNG GEDE BIAR CEPAT KAYA ).",anda harga produk lokal kontrol perintah dasar type laku usaha sdm brand kenal kenal turun kelas kualitas stabil harga cari untung besar cepat kaya,positif,0.005199999999999982,1
1899,fiannsmd,jadi solusinya gimana ngab owi,solusi bagaimana ngab owi,positif,0.6124,1
1900,kingbosky_,Kumaha lamun eta baju urut jelma nu ges maot ti luar nagreg lurrr trs awak na panyakitan😂,bagaimana lamun eta baju urut jelma nu ges maot ti nagreg lurr terus awak na panyakitan,negatif,-0.15360000000000007,0
1901,julian.sultann,PANAS KO SAMA THRIFTING😂🔥🔥🔥🔥,panas ko thrifting,positif,0.10599999999999998,1
1902,diah.m_02,"thrift model nya lucu2, banyak rare item, murce lagii🤌🥰🥰",thrift model lucu rare item murce lagi,negatif,-0.07840000000000003,0
1903,saifulmaghribii,Matiin rejeki orang,mati rejeki orang,positif,0.10950000000000004,1
1904,ronihamdani221,Musuh terlihat,musuh,negatif,-0.7184,0
1906,yhns.diky,"Solusi nya:
Beli di serba 35",solusi beli serba,positif,0.17819999999999991,1
1907,wpi.rh,Gmn brand lokal mau berkembang kalo tertarik y Ama barang murah bekasan.... Duh takut diserang kaum mendang mending tapi g mau coba😹😹😹😹😹😹😹😹😝,bagaimana brand lokal kembang tarik sama barang murah bekas duh takut serang kaum dang mending coba,negatif,-0.0016000000000000458,0
1908,keteudu,*seleb2 yang pake brand Prancis: kasian deh selalu kena aturan government :),seleb pakai brand perancis kasihan deh kena atur government,negatif,-0.032399999999999984,0
1909,rafbrar,"Cape2 komentar kasih aspirasi, yang baca juga admin folkative bukan pemerintah nya langsung",capek komentar kasih aspirasi baca admin folkative perintah langsung,positif,0.11150000000000004,1
1911,hendrobundera,PALING ENAK PAKAI KAOS ORMAS ..,enak pakai kaos ormas,negatif,-0.10950000000000004,0
1912,wiraashr,waduh apa benar begitu jo?,jangan,negatif,-0.6124,0
1913,afif_nurdin,"Ganggu??? Sudah dari dlu pakkkk ,makannya klo kualitas lokal mahhh jgn terlalu lokal bgt lahhh ,kualitas lokal yang pantas di pakai itu cuma Batik ,itu udh paling cakep dan pas di pake ,kalo yang lain pasti ada kekurangan nya yakin",ganggu dulu pakk makan kualitas lokal mahh lokal banget lahh kualitas lokal pakai batik sudah cakep pas pakai kurang,positif,0.019600000000000062,1
1916,iysssssssz,"Lokal mahal pak, thrift murah bahan berkualitas pak",lokal mahal thrift murah bahan kualitas,positif,0.10950000000000004,1
1917,dikdty_,Tenaga kerja impor jauh lebih menggangu pakde😌,tenaga kerja impor menggangu pakde,positif,0.7906,1
1919,_mars_sella,😂nanti kita pake bajunya seragaman ajah pak kalau gak batik pake baju item kek di korea utara🫠 eh apa mau pake warna merah seklian biar kek....,pakai baju seragam saja batik pakai baju item seperti korea utara eh pakai warna merah sekali seperti,negatif,-0.03980000000000006,0
1921,reksypratamaa,ingin memajukan beruang petir akar khh???,maju beruang petir akar khh,negatif,-0.38139999999999996,0
1922,trisnapratamaa_,Bang Mohan tersenyum melihat ini,bang mohan senyum,positif,0.20879999999999999,1
1924,syarifalexanderhutagalung,Hutang luar negeri negara juga mengganggu anak cucu kita pak de,hutang negeri negara ganggu anak cucu de,negatif,-0.9517,0
1925,ganjar_2024_,Klo beli produk EIGER itu brand lokal apa asing yaa ?,beli produk eiger brand lokal asing yaa,positif,0.17819999999999991,1
1926,patiteti,Pakaian bekas luar negeri bagus pak.. kualitas Luar biasa dengan harga yg murah.. Kalo produk dalam negeri ada yg biasa biasa saja tapi mahal nya luar biasa,pakai bekas negeri bagus kualitas harga murah produk negeri mahal,positif,0.06320000000000003,1
1928,grouperwhopper,"Udah paling bener pake baju partai, bentar lagi big sale 20.24",sudah bener pakai baju partai bentar big sale,positif,0.28769999999999996,1
1929,kiaroo28,Mungkin pak jokowi gatau rasanya dapet sepatu idaman branded dengan harga miring 🤣,jokowi tidak tau dapet sepatu idam branded harga miring,negatif,-0.02499999999999991,0
1930,doddyfebri,@darmayudaginting @tegarpramdya ngak usah lagi bro ke panorama,tidak bro panorama,negatif,-0.17819999999999991,0
1931,fareh_official,Butuhnya solusi pak biar ttep bisa beliin sarapan dan berbagi rokok,butuh solusi ttep beliin sarap bagi rokok,negatif,-0.05830000000000002,0
1932,mealsandtrashes,"harusnya si sesuai market aja gasii wkshshxgs, cuma terkadang olang olang berduwit pun ingin fesyenebel tetapi duwitnya tetap aman jd ikutan thrift thrift gini yg pdhl keuangan mereka cukup buat beli brand lokal (dan baru) atau sekalinya olang kaya belinya yaaa brand luar biar terlihat keyen :D",sesuai market gasii wkshshxgs terkadang olang olang berduwit fesyenebel duwitnya aman ikut thrift thrift begini padahal uang beli brand lokal sekali olang kaya beli yaa brand yen,negatif,-0.006700000000000039,0
1933,busyboyyy_,lol,tertawa,positif,0.7906,1
1934,xwythwy,"Murah, bagus, dan jarang yg nyamain kalo dipake. Yagimana ya",murah bagus jarang nyamain pakai yagimana,negatif,-0.04959999999999998,0
1935,restiadristi,tp tdk mengganggu dompetku paaa 😩,tetapi ganggu dompet paa,negatif,-0.7184,0
1936,febrykasnawan,KOCAK,kocak,negatif,-0.4588,0
1938,muhfarhanth,"Yang punya brand lokal punya modal gede untuk alat konveksi dll, berbanding terbalik dengan pengais rezeki thrifting, kebanyakan dari kalangan menengah ke bawah yang mulai usaha kecil, ini jatohnya membuat yang kaya makin kaya yang miskin makin miskin, masyarakat Indonesia 200 juta lebih , sampe sekarang pun balance sebenernya , antara lokal dan import",brand lokal modal besar alat konveksi dan lain banding balik kais rezeki thrifting banyak kalang tengah usaha jatohnya kaya kaya miskin miskin masyarakat indonesia juta sampai balance sebenernya lokal import,negatif,-0.0046000000000000485,0
1939,ilhampdhlh,ogah pake baju beruang petir,ogah pakai baju beruang petir,negatif,-0.38139999999999996,0
1940,binahidayatt,"Merek lokal tambahin dong big size, modelnya keren"" tapi ngak muat wkwk",merek lokal tambahin big size model keren tidak muat wkwk,negatif,-0.07219999999999993,0
1941,tyo_oyete,setuju. saya juga mendukung larangan pakaian bekas impor,tuju dukung larang pakai bekas impor,positif,0.010700000000000043,1
1942,raflirachmad,"apa gak jijik ya beli baju bekas , minimal beli matahari di online kaos aja cm 40rban , kok sebegitu ngenesnya beli baju seken 😢",jijik beli baju bekas minimal beli matahari online kaos cm rban ngenesnya beli baju bekas,negatif,-0.008099999999999996,0
1944,affectionpoc_,nt parah ini mah brader,nt parah mah brader,negatif,-0.7906,0
1945,veronanngrh,"sudah banyak thrift shop, sisa kita saja pak atur pajak penghasilannya.",thrift shop sisa atur pajak hasil,negatif,-0.06820000000000004,0
1947,oline_016,Tukang ngowol nyimak,tukang ngowol nyimak,negatif,-0.4588,0
1948,dabelchizzbergerr,@itsmvvn ayo ngethrift,ayo ngethrift,positif,0.7184,1
1949,feebbb16,Bagikan kaos partai 🔥,bagi kaos partai,negatif,-0.4413,0
1950,elangakbarr,solusinya apa,solusi,positif,0.6124,1
1951,___.dropbyriezka.___,Biasa di gw kaos partai klo ga di jadiin lap ya buat outfit para petani ke kebun,saya kaos partai jadiin lap outfit tani kebun,negatif,-0.9719,0
1952,alfathharyaa,hadeh,hadeh,negatif,-0.7184,0
1953,melani.griffithh,Bukan gasuka produk lokal tapi gamau aja nanti di ujung jalan bejejer orang2 yang pake baju samaan semua 😂,tidak suka produk lokal tidak mau ujung jalan bejejer orang pakai baju sama,positif,0.0037000000000000366,1
1954,farahrzkii,bacot la virus virus modal daia sm proclin juge plankton terhempaskan,bacot la virus virus modal daia sama proclin juge plankton hempas,negatif,-0.04310000000000003,0
1956,tessatissu,Dari jaman nyokap muda juga udh ada pak,jaman ibu muda sudah,negatif,-0.2277999999999999,0
1957,ciadreason,emang bener,emang bener,positif,0.36240000000000006,1
1958,pemain_handalll,Yang sangat mengganggu itu kereta cepat yang belom selesai sampai sekarang !,ganggu kereta cepat bom selesai,negatif,-0.13170000000000004,0
1959,hmwnprd_,"Aku tak akan mau dewasa, bila dewasa sepertimu aku tak mau.",dewasa dewasa seperti,positif,0.46840000000000004,1
1961,galih.sakti_,@ajie_gozsa impor opo ae Jane mengganggu bisnis dalam negeri,impor apa ae jane ganggu bisnis negeri,negatif,-0.26259999999999994,0
1962,ditactors,Tapi consumen barang thrifting juga membantu mengurangi limbah industri tekstil. Semacam reuse dan recycle gitu gak sih..,consumen barang thrifting bantu kurang limbah industri tekstil reuse recycle begitu,negatif,-0.26259999999999994,0
1963,anggisetyawann,"Bilangnya harus lokal, tp kualitas bagus dikit harganya selangit. 🔥🔥",bilang lokal tetapi kualitas bagus sedikit harga langit,positif,0.01849999999999996,1
1964,woibj_,"Pakaian bekas ga menggangu pak, yg mnggnggu tuh koruptor !!!",pakai bekas menggangu mnggnggu koruptor,positif,0.10599999999999998,1
1965,angga.subi,"@angga.subi also kok cuma impor pakaian bekas yang dihentikan, kok bukan yang ....... (sebagian teks hilang)",sub juga impor pakai bekas henti teks hilang,negatif,-0.08879999999999999,0
1968,bakaljajan,Yang mengganggu saya adalah temen temen saya mendadak branded pak,ganggu temen temen dadak branded,negatif,-0.10599999999999998,0
1969,wcksono23,"Kalo bisa dicari jalan keluarnya bersama pak jangan cuma main asal tutup aja, mereka dagang thrift gitu ga baru sehari duahari tapi udah lama dan nyata nya baru kali ini aja disenggol.",cari jalan keluar main tutup dagang thrift begitu hari duahari sudah nyata kali senggol,negatif,-0.04520000000000002,0
1971,desidmynty,but i love thriftt pak🥴,but love thriftt,positif,0.13059999999999994,1
1972,dimass295_,@jaakiiiii._ dunia trift di persulit,dunia trift sulit,negatif,-0.20879999999999999,0
1973,rriansyahh_,@rezadiskyy info tipusat langsung,informasi tipusat langsung,positif,0.17819999999999991,1
1974,adam_ardiansyah1990,Yang penting mah murah udah itu aja.,mah murah sudah,positif,0.12179999999999991,1
1975,ramawwida,"@galangbramana sepertinya tidak barang bekas saja, contoh pulau batu yg tidak ada official store di indo tp kok banyak bnwt yg bertebaran 🫣",barang bekas contoh pulau batu official store indonesia tetapi bnwt tebar,positif,0.04959999999999998,1
1977,palkavnd,mau beli brand lokal tapi harga nya kaya inter :(,beli brand lokal harga kaya inter,positif,0.08440000000000003,1
1979,_imyour__hi,"Itu kan pilihan mereka yg badan kecil sama ekonomi biasa mending beli itu pak, udh lah gak usah urusin rakyat kecil koruptot aja babat abis",pilih badan ekonomi mending beli sudah urusin rakyat koruptot babat habis,negatif,-0.03939999999999999,0
1980,angga.subi,okay it's good when it's last,okay it good kapan it last,positif,0.9186,1
1981,rosid.mn,@iarx.are mbak @ahmad18faiz kemaren beli duaa🙌,are mbak kemaren beli duaa,negatif,-0.15360000000000007,0
1982,disannugraha,Hahaha rongsok rongsok,hahaha rongsok rongsok,negatif,-0.8402,0
1983,reiagra,Jadikan saya tombol dislike,jadi tombol dislike,negatif,-0.20879999999999999,0
1984,mitramustakim,"Ya gimana ngga rame, wong panutan influencernya kebanyakan ngiklanin brand luar. Menkraf & menko seharusnya lbh bisa menggenjot minat konsumeris lokal lewat campaign influencer. Masa bayar buzzerRp bisa, bayar influence brand lokal ga bisa. Terbalik-balik si kadang",bagaimana tidak ramai panutan influencernya banyak ngiklanin brand menkraf menko lebih genjot minat konsumer lokal campaign influencer bayar buzzerrp bayar influence brand lokal balik kadang,negatif,-0.013000000000000012,0
1985,liwaasdelfiera,Impor bahan pokok juga pak,impor bahan pokok,negatif,-0.2277999999999999,0
1986,ibnslby,@sugenggsecrt haha apasi😭,haha apas,positif,0.17819999999999991,1
1987,rachmanfahlefi,"Setujuuu pak, tanah abang jadi kalah saing sama threfting, masa baju baru di tawar nya 15 skrng di tanah abang🥲",setujuu tanah abang kalah saing threfting baju tawar sekarang tanah abang,negatif,-0.4413,0
1988,agustanuwijaya21,"𝚁𝚞𝚖𝚊𝚑 𝚟𝚒𝚛𝚊𝚕 𝚍𝚒 𝚝𝚒𝚔𝚝𝚘𝚔🔥
BISA NEGO &  BISA DIKPR 
GADE JUGA BISA
dISCLAIMER : Dijual Sebelum Gempa ya dan foto itu terbaru setelah gempa
Spesifikasi :
Rumah 2 lantai
LT 210 meter 
LB 2lantai Full bangunan
SHM
Lantai 1 :
- KT 3 (KT utama luas+WC)
- Kamar mandi
- Dapur Kitchen Set+meja bar
- Tempat Kulkas cukup 2kulkas
- ruang nonton tv
- ruang tamu
- garasi (masuk buat 2mobil 1 garasi belakang 1 garasi depan)
- kolam ikan
- kolam renang full dengan mesin
- lantai full granit atas bawah
- kusen full alumunium 
- dua wajah depan
- gudang 1
- pagar tangga full stainless+kaca
- Listrik 4.400 Watt
Lantai 2
- mushola
- ruang nonton
- gudang 2
- dua balkon (yang satu view gunung)
- KT 2
- tempat cuci 
- kusen jendela full alumunium
TANPA PERANTARA
Kontak Person 087773935517 ( Wa Only ) 
𝙻𝚘𝚔𝚊𝚜𝚒 𝙲𝚒𝚊𝚗𝚓𝚞𝚛 
1,7 M ( NEGO SAMPAI JADI DITEMPAT) 
FURNITURE YG NEMPEL & MOTOR GA DIBAWA𝚁𝚞𝚖𝚊𝚑 𝚟𝚒𝚛𝚊𝚕 𝚍𝚒 𝚝𝚒𝚔𝚝𝚘𝚔🔥
BISA NEGO &  BISA DIKPR 
GADE JUGA BISA
dISCLAIMER : Dijual Sebelum Gempa ya dan foto itu terbaru setelah gempa
Spesifikasi :
Rumah 2 lantai
LT 210 meter 
LB 2lantai Full bangunan
SHM
Lantai 1 :
- KT 3 (KT utama luas+WC)
- Kamar mandi
- Dapur Kitchen Set+meja bar
- Tempat Kulkas cukup 2kulkas
- ruang nonton tv
- ruang tamu
- garasi (masuk buat 2mobil 1 garasi belakang 1 garasi depan)
- kolam ikan
- kolam renang full dengan mesin
- lantai full granit atas bawah
- kusen full alumunium 
- dua wajah depan
- gudang 1
- pagar tangga full stainless+kaca
- Listrik 4.400 Watt
Lantai 2
- mushola
- ruang nonton
- gudang 2
- dua balkon (yang satu view gunung)
- KT 2
- tempat cuci 
- kusen jendela full alumunium
TANPA PERANTARA
Kontak Person 087773935517 ( Wa Only ) 
𝙻𝚘𝚔𝚊𝚜𝚒 𝙲𝚒𝚊𝚗𝚓𝚞𝚛 
1,7 M ( NEGO SAMPAI JADI DITEMPAT) 
FURNITURE YG NEMPEL & MOTOR GA DIBAWA",nego dikpr gade disclaimer jual gempa foto baru gempa spesifikasi rumah lantai lantai meter lb lantai full bangun shm lantai kita kita utama luas wc kamar mandi dapur kitchen set meja bar kulkas kulkas ruang nonton televisi ruang tamu garasi masuk mobil garasi garasi kolam ikan kolam renang full mesin lantai full granit kusen full alumunium wajah gudang pagar tangga full stainless kaca listrik watt lantai mushola ruang nonton gudang balkon view gunung kita cuci kusen jendela full alumunium antara kontak person wa only nego tempat furniture nempel motor bawa nego dikpr gade disclaimer jual gempa foto baru gempa spesifikasi rumah lantai lantai meter lb lantai full bangun shm lantai kita kita utama luas wc kamar mandi dapur kitchen set meja bar kulkas kulkas ruang nonton televisi ruang tamu garasi masuk mobil garasi garasi kolam ikan kolam renang full mesin lantai full granit kusen full alumunium wajah gudang pagar tangga full stainless kaca listrik watt lantai mushola ruang nonton gudang balkon view gunung kita cuci kusen jendela full alumunium antara kontak person wa only nego tempat furniture nempel motor bawa,negatif,-0.0007000000000000339,0
1990,lembu_inst,Alumni poncol .. nih baju udah mandi belum le 😂😂,alumni poncol baju sudah mandi le,positif,0.3318,1
1991,unbirajaf,"Sekarang brand lokal tapi harga luar, ra sido support 😢",brand lokal harga ra sido support,positif,0.875,1
1992,mameeet_____,"Kalo ngomong brand luar kualitas diatas brand lokal, ada benernya ada engga nya. Karena ga sedikit brand luar yang produksinya di indonesia juga. Menangnya brand besar di luar bisacustom material kain, karena produksi di garment besar contohnya seperti kahatex. Dan untuk brand luar yang belom gede ya produksinya sama aja dari material dan konstruksi jahitan nya sama dengan brand indo, karena saya juga mengerjakan beberapa brand luar.",ngomong brand kualitas atas brand lokal benernya tidak brand produksi indonesia menang brand bisacustom material kain produksi garment contoh kahatex brand bom besar produksi material konstruksi jahit brand indonesia brand,negatif,-0.026499999999999968,0
1993,skyy_grls,"Tapi jujur,kita tuh harus bngt mencintai produk lokal, soalnya harum indo tuh udah mau pudar di indonya sendiri",jujur bngt cinta produk lokal harum indonesia sudah pudar indonya,positif,0.1068,1
1994,fannierubyjane,Mangkanya pejabat lain kali kalo kampanye baju partai ny dior minimal hnm lah👎,makanya jabat kali kampanye baju partai dior minimal hnm,negatif,-0.04959999999999998,0
1996,ilhamwije,Terus solusinya apa pak,solusi,positif,0.6124,1
1997,addkrnwnnn,"brand lokal bagus kok, beruang petir contohnya",brand lokal bagus beruang petir contoh,negatif,-0.4162,0
1998,_bobhrsn,Klo impor yg lain gmna ?ganggu ga kira² 😁,impor bagaimana ganggu kira,negatif,-0.38139999999999996,0
1999,_.nadyarizki,solusi nya pake kaos partai berarti y?🤨,solusi pakai kaos partai,negatif,-0.10599999999999998,0
2003,yufendiasri,"Sebenarnya yg di katakan presiden ada betul nya, tapi mereka yg jualan juga kagak salah, soal nya itu sumber penghasilan bagi mereka",presiden jual tidak salah sumber hasil,negatif,-0.04359999999999997,0
