,username,comment
2174,hadi_nurhadi80,"yang jipalak per kw kwan mperhatin kan, brand lokal sekelas eiger aja di Kw kw in apalgi brand luar"
2175,athriftments,@taufiiq.qr under armour yg dipake masnya brand lokal ya?
2176,scorpio.tearss,"Team ga pernah nge thrift, beli lokal bagus bagus murah juga"
2177,k.fahmii_,Mending mahal daripada bekas orang mati chuakss
2178,muhamad.riezky,Harga nya selangit sekarang 😂
2179,syndicatescs_vtg,🤣🤣🤣🤣🤣🤣🤣
2180,rizkyalfian02,Lah???
2181,sukmannd_,kalahhh saing cuakssss
2182,arymrllh,Pake baju beruang petir udah yang paling bener mah🔥
2183,irfancheest,"Tp kwalitasnya dan harganya kayak menyetubuh, enak dan nyaman saja begitu kira kira."
2184,riki_kallang29,Yaudah pake kaos partai aja 😂
2185,_andrechandra,Orang2 negara lain gk mau pake lagi bajunya dijual ke negri kita…. 😂😂😂 padahal pakaian buatan dalam negri bagus2.. jersey yg dipake Pemain MU aja dibuat di Indonesia.. ya gk walaupun gk ngefek kena 7-0 sih ooopppss😂 *sorry guys kidding😂
2186,alonghendri,"Semua urusan ikut campur jokowi ini... Pas pejabat korupsi, pegawai pajak perkaya diri sendiri dibiarkan... Kan gilak ini semua"
2187,ybrez0,@joshuarnhrd aku gak liat bang😂
2188,muhdfaa,@dimasakhmads
2189,widylestari__,@ayanggdilara slhnya dmna?
2190,syarifhdyt_09,owh
2191,wsjrc,😢
2192,karyafotokita,Kalo import beras juga mengganggu petani lokal pak
2193,mckong710,Maneh
2194,mckong710,Maneh
2195,shafiraaargh,produk lokal juga banyak yang bagus kokk
2196,ham_wib,Bisnis impor sapah lebih didukung didalam negara konoha
2197,dni_sanjaya,Lah duit duit kita ngapa dia yang ngantur
2198,gprtmaaa,Wkokwkkko👏
2199,derrynugraha20,bagaimana tanggapannya bos trift @umarobani
2200,mrs.sujiwo,Statement dimana min ?
2201,lyamuse,"Pakaian bekas bukan mengganggu pak malah banyak yg sukses ekonominya dr situu ,, yg mangganggu produk lokal penjual online pak ,, makanya banyak yg teriakk SEPI krn mereka jual mahal di online bnting hrga"
2202,sandyrg13,Caper.
2203,cica_kuncorooo,"Yahh gimana yah masalahnya saya lebih suka barang trifting, bukan masalah murah mahalnya tapi lebih bagus aja menurut akuu"
2204,imbenedictusocsa,economy> sustainability
2205,ihalliildav,Import beras juga mengganggu petani dalam negri pak presiden
2206,meisteryudha,Kualitas baik dengan harga murah gak ada di produk lokal kita soalnya PakDe. Lagian gak semua orang suka pake barang bekas kok. Masing2 segment nya aja.
2207,bintangbawatang_,ga asik
2208,myfkh17,KATA PAK PRESIDEN YG JUALAN DI GEDEBAGE SEMUANYA DIANGKAT JADI PNS
2209,kheirabel_05,"Masalahnya sih bukan di kualitas pakaiannya, tapi di harganya. Produk UMKM emang bagus"" tapi harga kurang cocok"
2210,vict000000000r,"TAPI BISNIS IMPOR SANDANG,PANGAN PAPAN, MERAJALELA PAK, APAKAH ADA DIPERHATIKAN. HEHE. ATAU MEREKA JUGA PENGEN MERAMBAH BISNIS IMPOR PAKAIAN BEKAS. SETAU SAYA PAKAIAN BARU PUN BAIK BAHAN JADI ATAU PUN BELUM IMPOR JUGA KOK KEBANYAKAN."
2211,denialdrin,@erlanggaarazakpardede komentarnya?
2212,abiraff_,"Ada marketnya masing"" pakk"
2213,mdschann,"tp yg jualan trift, bayar pajak nya dari hasil ngetrift"
2214,bayubadrul_,Thrift shop
2215,dah.cuok,awokawokawok udah ketebak komennya
2216,ayanggdilara,@widylestari__ @nurekha_
2217,aliiimdn,kalo merugikan dan ilegal kok di cukai lolos pak?😂
2218,holafiian,Produk lokal pride
2219,fzn.saa_,+ plus nambah sampah baju sepele tapi bahaya
2220,dwikyarbi_,pake kaos partai 🫡
2221,joshuarnhrd,@ybrez0
2222,galangbramana,@ramawwida yang memberi izin soalnya di amplop i penjual agar barangnya masuk dan bisa di edarkan🥶
2223,yordanas_,dan bentar lagii sepatu brand bekas import jg di larang 😂
2224,fadly_siddiq,#brandlokal
2225,lif3isbigjok3_,stress
2226,asyamadyananta,hm
2227,galangpribadi____,Yaudah beli kaos partai aja
2228,karrlann,@gewsz_ gmn donk😢
2229,tama_aditya,Saatnya kita banjiri pasar luar dengan barang kita
2230,irfan.fadillah,"nyatanya emang bener ko, belum tentu juga itu pakaian bekas berton-ton lewat jalur legal, kebanyakan illegal setau w"
2231,sand_irhby,"Senen Jaya, Blok M  Jakarta apakabs pak ?? 😂"
2232,dutafad,Maka nya murahin pakkk
2233,rimurutempest9973,bukan gk mau. Harga nya kemahalan untuk baju yg buat sehari-hari. Baju bekas pinggir jalan udah bagus serta sangat murah
2234,nurmadwiastuti,Pokoknya kebanyakan yang impor impor sangat mengganggu pak..
2235,bayu_f08,Oke pak.
2236,joshuagianfranco,Bukannya memang sudah diatur dalam Peraturan Menteri Perdagangan (Permendag) Nomor 18 Tahun 2021 tentang Barang Dilarang Ekspor dan Barang Dilarang Impor ya? Kalau maksud pak Jokowi berdasarkan permendag ini ga salah kan?
2237,andikff,"beliau  ngomong kalau menganggu, tp kmren ad anak buahnya ngomong dilarang yg illegal doang, yg satunya lagi ngomong akan di larang, jdi mau nya bagaimana sebenarnya"
2238,ramawwida,"@galangbramana jangan salahkan penjual di indonesia, tp salahkan yg memberi ijin masuk 😎"
2239,mondaymonday.lt,"Ngethrift seru, sini mampir pak🤗"
2240,itsme_cak_,Kasi solusi nya dong pak
2241,kinangki,Gw yg beli brand luar negri tapi brandnya ga terkenal 😢
2242,handryxindra,Justru pakaian bekas itu lah yang menolong rakyat Indonesia dr ke galauan akan sandang pantas pakai 👏
2243,jaakiiiii._,@dimass295_ beli baju partai ajala yg vintage
2244,yogapratama0,"Nnti beli produk lokal sendiri yg murah tpi KW malah diledekin pak, mending babebo kan 😌"
2245,dikalacerah,Pikiran masyarakat terganggu oleh bapak
2246,ratihrekyan,Betul
2247,lizaanasta,Artis dilarang pake barang LN.
2248,ydhxyvz,"Bentar lagi dapet kaos partai, moga moga jackpot dapet yang warna merah👏🔥"
2249,pelpelankusut,ok bantu kurangin fast fashion tp scr g lgsg & pelan2 industri ini bisa membunuh umkm desainer dlm negri
2250,aditiaprr,pajaknya kecil kh?🤕
2251,ajie_gozsa,@galih.sakti_
2252,rejall.msyr,"daripada menghentikan importir thrift lebih baik pemerintah membersihkan oknum pelaku produsen kw di Indonesia, contoh kompas brand lokal tapi di pasaran hadehh di kw in bosss indo² gimana mau maju usaha punya saudara lu sendiri ajaa di ancurin sendiri dengan produk kw nya hahaha"
2253,edislmek_,Yawdh sih
2254,katonanggaraaa_,inpo baju partai
2255,galangbramana,@ramawwida  wes ndang Bergabung mbanteng saja
2256,laisaprihatna_,@luqmanibnu_  wah nu
2257,thirtyvibesss,Masa solusinya perketat regulasi thrifting? Aneh 😂😂😂😂
2258,elegi.pangestu,@aerostreet  recommended local brand
2259,__.gaziaa,what pak?
2260,dewasenja1,"Brand local , nama nya local tp harga nya 300-500 rb , mending buat beli beras se karung"
2261,aldhi.999,Oooomaaagaaaa
2262,davinaaaurel_,Pdhal brand lokal banyak kok yg bagus cuma ya gitu pasti bakal samaan dan yg parahnya pasti dibully gtu apalag ygi tulisan metal gambar beruang itu🥲
2263,ehhting,Piye?
2264,planthoria,"Sulit, contoh matahari stok jaman jebot aja diskon 75% dinaikin dulu. Kudunya ndang didiskon ndang habis barang nya, ndang industri bikin stok baru lagi. Ini ngga ditimbun bertahun2 sampe pas didiskon pun ttp mahal jatohnya. Gmn mau maju industri pakaian indonesia. Baju jg diliar jelek dilit dibuang disni mah bolong2 ttp dipake. Jadi muternya lama. Makanya pada suka thrift karn kalo dah jelek ngebuangnya ga sayang. Dipake jg bisa tahan lama. Harga jg murah. Diluar sana jadi sampah. Diindonesia jadi permata. Lom lagi klo dishopee jualan baju bagus digambar pas dtng jungkir balik bikin nyesel order."
2265,bintdaffa,@giovannopho true
2266,evv1ng,@fann.ph5 ya allah
2267,reant.mp,Baju bekas orang meninggal😮
2268,edy_lucky234,Ada yg kalah saing cuakss
2269,alimudaanwar,Lahhh
2270,fadylahirfan,😂
2271,fransfamani,"saya sih imbang..ada duit lbh ya beli baru. Entah levis, sepatu Nike, NB.. semua yg import. Pokoknya Improt..mobil semua jg improt.. bangga sih.. mainan aja made in china."
2272,dimass295_,@jaakiiiii._
2273,gedegandhii,efek murah sm branded jg
2274,_____zainuddin,@de.scp
2275,angky_rdg,yesss 🔥🔥🔥🔥
2276,aldookurniawan,solusi nya berang petirr
2277,ahmdnabill_,"Nah cintai produk lokal gaiss, contohnya @threemco wkwk"
2278,janjisantri,terus usaha apa dong...? 😢
2279,richmadiagung,@dhiyas24
2280,20rissaer,Produk hrs lokal tp harga mlh luar👏
2281,miechaelis,"gmn rakyat kaga demen ngethrif, orang baju lokal aja harga selangit kocak 😂😂. bisanya protes doang, ngasih solusi kaga"
2282,shineez55,🤣🤣🤣
2283,mansononline,@gerryahmd iyaa nih
2284,ramaa.saputtra,kaos beruang petir siap merajai pasar indo🔥🔥
2285,solikhin1805,Harusnya sadar.. Sudah tk keluar keringat di perah
2286,irsyadbani,Cukai nya aja di perketat.. itu!! *mirii tigih
2287,b0tdreamer,"Bisnis dalam negeri (umkm) di ganggu perijinan,birokrasi, salam tempel, ordal, dll sehingga tumbuhnya (brand) suleett"
2288,fajargraha_,Makanya produk negeri klo misalnya buat baju tuh harus bagus + harga terjangkau
2289,ezahaikall,Urusin swasembada pangan
2290,gerryahmd,Mening kaos baru Heavy Cotton mah ada di @mansononline
2291,mahmudkrndi,"ga semua org punya gaji, tapi semua org punya rejeki"
2292,fajarr00s,"Sama aja mematikan usaha kecil yang jualan pakaian bekas, sekarang karang banyak banget yg usaha itu pak"
2293,tsaryuu,"Brand-brang lokal itu ya harganya banyak overprice. Dalihnya #DukungProdukLokal atau #LocalPride tapi pasang harga tinggi, padahal mah bahannya jelek. Atau desainnya jelek. Contoh sepatu ada yg harganya bahkan beda tipis dengan produk luar, ya mending beli brand luar lah. Dukung lokal sih dukung lokal, mbok pasang harga masuk akal. Thrift banyak yg buru karena harga rendah dpt barang masih cukup bagus."
2294,mmlnarzky,Solusinya? Koleksi baju partai sebanyak banyaknya
2295,fluktuasi.kuantum,"Ya gimana pak, rakyat Indonesia gengsi gede. Produk lokal banyak yg bagus kok daripada beli limbah dari LN."
2296,b_raey,apa kaos partai ditahun depan bakal mengganggu distro lokal juga
2297,helmiomi,@renaldi.ocobot gimana pendapat nya a?
2298,dioarfian_,kaos banteng ae lah
2299,_fatihnr,ewh
2300,75.topclearz,yo weis bantu umkm kami pak😢
2301,gusmul_4,@ikasuhadi btw mana hodie ane😂
2302,fadil.frdn,sbr ya buat para prelover
2303,doc.mulki,@anggeraniputrimeliana GAMAKAN SETAHUN
2304,watsiq_,"Di balik tulisan menganggu ada tulisan ""hehe"" tpi kecil banget."
2305,nafelnaraya,gak bahaya ta?
2306,silumantee___,"Permaenan mau pemilu , ini pernah terjadi 2019 lalu , hahaahahha antik"
2307,ciciration_,@kala.secondbrand pye wes
2308,spalleticomo,Tanggepannya mang @xstyle.id
2309,rayydoubleyu,info sneakers lokal rekomended
2310,brambang.rawit,"Nah Ini bagi yg suka unboxing bal - Balan, udh di sentil sama pakde. Ayolah.. produk UKM ngk kalah kok.."
2311,igfarii,Bawel duit gua ini
2312,guaiw__t,gk isok ngethrift maneh laan lek gk di olehi @midfolklore
2313,raffiiteb,100rb dapet 4
2314,ikasuhadi,@gusmul_4 wkwkk
2315,katadhimasz,"mengertilah pak, lokal kadang kalo bikin pakaian kadang ga masuk akal soal kualitas dan harga"
2316,nurilanwar____,usaha trifting disindir secara halus supaya ikut bayar pajak😁😂🙏🙏🙏
2317,bint.ang8138,Tutup kemasukan impor baju bekas gitu saja kok repot pak
2318,kokoprabu_,Chaksssss
2319,yusufrrizky,Aku soalnya jualan baju produk lokal Jadi setuju Pak 👏👏
2320,donimichael965,Betul pak tenaga kerja/pekerja impor pun juga mengganggu.
2321,diskaa.septian,@zidanperdana.id
2322,agneschristiaa,"@definitelynotata ttapi bgs, gada yg ngeduain☹️"
2323,gusmul_4,@ikasuhadi senggol dong🤣
2324,lexaldyto,Iyakah po ?
2325,rahadatul_aissy,Padahal UMKM udah teriak² dr 2017. Kemana aja nih?
2326,_sagitariyourss,🔥8x8x88x88xx88xx8xxx8x8xx8zx88xx8xx8xxx88x8xz8888x88
2327,agus.sptian,Lokalan sekarang harganya tinggi pak.
2328,afiefrzqy,@anggeraniputrimeliana teh tawar campur jeruk nipis tiap pagi. Nanti asam lambung terus sakit tipes nah kurus tuh
2329,0ktavlog,Betolll
2330,ohzhiet,Wah tidak percaya marketing tuhan nih doi
2331,noviantikaduri,@fiki.mq tawa luuuu
2332,nisadve,setuju sih hehew
2333,nrhalifasfnii,😢
2334,suckslana__,Budayakan memakai produk clothing line lokal broooooo
2335,ir__wann,"yg udah jadi biaya sehari"" gimana dong? ngasih himbauan ya minimal ada solusi"
2336,nacw4__4,@azzahr444 nasib beli prada aja lah
2337,sendyekr,Setuju pak harus dibasmi
2338,fredinaljun,Yg korupsi juga mengganggu industri kemajuan negara pak 😢
2339,nailaakns,"@z.l.f____  pakaian produksi dalam negri yg original jelas lebih bagus daripada pakaian impor tapi bekas,haha🙌"
2340,kusuma.daraaa,ga laku kok nyenggol
2341,erdiansanjaya,Produksi kaos partai juga sangat mengganggu pak. Mengganggu mata dan badan yg pake(gaenak njir 😂😂)
2342,nisaa_1606,Gak suka barang bekas
2343,_bagusardiyanto,Ndak iyo to ler
2344,agnnnnia,"yaa gmana ya harga murah kwalitas sama kaya barang baru dipasaran, terlebih ada yg branded. untung skripsi dah kelar"
2345,ahmadalgazali__,Atur aja penguasa kitamah ikut
2346,liemname,Yang kasih ijin siapa kok bisa sampe impor?  Yakali g ada ijin bisa masuk...cmiwwww
2347,bardouxtc,solusi dong pak jangan cuap cuap aja awakpun bisa
2348,muhfarhan.ss,2024 ganti presiden
2349,susans_13,Tutup paso kodim tak lame lagi @mernalianaidris
2350,riyadiudi_,@teddy.maulana01
2351,esaabdiwijaya_,@ganjar_pranowo info baju partai sek enek???
2352,hiammar.id,"Ayo beli di @hiammar.id aja, pakaian dibikin di dlm negri 🔥 dijamin BARU no second second 😍"
2353,aaweenn0.2,@zlvnya_ hayo kamu kaum trifting
2354,lalasausabung,"oke, pake baju partai"
2355,fiki.mq,@noviantikaduri 😂
2356,mhmmdibrahimzetya,Setuju-setuju aja sih sama kebijakan ini tapi harus bikin ttg  surat perizinan pakaian bekas loakan supaya pedagang kecil sehingga UMKM ekonomi di Indonesia tidak terhambat
2357,dmsadiptraa,lokal pred harga ¼ gaji umr kotane njenengan yo rodok ra ngotak pak nek dinggo kalangan ngisor
2358,fbynt25,kualitas brand lokal tu masi dibawa rata-rata pak
2359,baryo_,Joko Joko
2360,dedi.bilang.huye,Nyoba ngetik
2361,linavicious,Wkwkwk ditanabang banyak bgd yg jual thrifting🫠🫠
2362,athriftments,"udah paling bener itu pake baju partai, dan baju lokal😎🔥
support UMKM🇮🇩
btw cek feed kita yaa🥵"
2363,yunsa.lianto,tapi menekan produksi pakaian baru bisa menekan limbah pabrik pakaian …. dilemaaa
2364,eunchaa_,Maafkan kami yg 24/7 mantengin live tiktok trift shop pak 😂😂😂😂
2365,destapana4,😏😔
2366,fabrizioromansa,"bener juga sih, selain untuk melindungin industri dalam negeri, kalo thrifting ini diterusin yg ada orang luar produksi baju terus menerus, dan kita yg dijadiin tempat sampahnya"
2367,dyfinnnaaa_,Maap aku lebih suka daster buatan indonesia 🇮🇩
2368,sandiipatriia,Urusin dulu pajak kita pak😮‍💨
2369,zulfaraudhatul15,"Justru klo dia pengen pajak, dia ga bakal larang impor baju bekas"
2370,linggglinggg,betul mending umkm 👏
2371,dediii_97,Klo impor beras gimana pak?
2372,mrrizalmaulana,"menurut saya tidak menggangu pak,apalagi besok waktu deket lebaran idulfitri dia sangat membantu pak,karna harganya lebih murah,kualitas emang tidak sepenuhnya bagus tapi iyaa sepadan dengan cuan"
2373,wahyudharma3,Siraman mania 😂
2374,juancarvallo_,sonde bapa aman sa
2375,alxdjhh,Lokalan mahalan pak sekarang
2376,chndraaaaaaa_,harus pake beruang petir ya pak
2377,haidar_fadhurrohman,Nyenyenye
2378,godiergogo,yaudah kalau gitu pake kaos partai Gerindra 🤭
2379,koncekkecil,Lah duit duit gue kok
2380,rengganis_istikasari,"Padahal ada kenikmatan sendiri mencari barang di tengah2 tumpukan/gantungan. Makin semangat denger penjual bilang ""berjuang.. selamat berjuang.."""
2381,x.powpow490,Solusinya gimana paak?
2382,febrigr_,Udah paling bener make kaos partai ges apalagi 2024 udah mau reset season pasti banyak kaos baru😍
2383,ssunilsangker,"Tapi kekmana ya thrifting banyak yg branded dan lebih merakyat dari segi price, bukan gabisa beli yg ori but banyak temen yg ngajakin thrift jadinya tergiur deh😭🤣"
2384,jaynhrmwn,@nikopambudi_ 2024 pilih lah pilihan ulama wkwk
2385,z.l.f____,Makanya bikin kualitas yang bagus
2386,irwanda.ap,lokal pred
2387,vinaanggra,@ozhaag cuakks😂😂
2388,fallah.pratama,Artinya apa bang messi
2389,d4nncy,padahal tidak menganggu sama sekali kan beli pke duit sendiri bkn pke duit emmmm
2390,rafliisme,oke
2391,sementara181099,makin kesini makiin kesana ya pak sapardi
2392,kyddos_,"bisa yakinin kita"" kalo semua outfit lo lokal ga?"
2393,wrnaikhwl_,@cokipardedebebas pake sragam merah putih milik aditya bin laden cok
2394,rian.rumi11,"Produk lokal bahan nya kek ta*, baru cuci bbrp kali udh luntur 😂"
2395,pamelaaaa24,@pamelaaaa24 saya produsen lokal brand juga tp tetep support thrift import. Karena rezeki ngga akan ketuker
2396,missmonalisapriami,But the price is so cheap. Can you make the umkm to have a cheap price like this?
2397,mhmmdjerry_,udah bayar pajak? buat beli beras impor nanti kita gak makan kalau gak bayar pajak
2398,alfaizinsakit_,Ya udah beli beruang petir ajah
2399,fikry_2402,toko trifting : i am danger
2400,man7uevlord,"𝙎𝙀𝘿𝙄𝘼 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎 𝙄𝙉𝙎𝙏𝘼𝙂𝙍𝘼𝙈 𝙋𝙀𝙍𝙈𝘼𝙉𝙀𝙉
𝟭𝟬𝟬𝟬 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎 𝟭𝟬𝙍𝘽
𝟮𝟬𝟬𝟬 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎 𝟮𝟬𝙍𝘽
𝟯𝟬𝟬𝟬 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎 𝟯𝟬𝙍𝘽
𝟰𝟬𝟬𝟬 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎 𝟰𝟬𝙍𝘽
𝟱𝟬𝟬𝟬 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎 𝟱𝟬𝙍𝘽 𝘿𝘼𝙉 𝙎𝙀𝙏𝙀𝙍𝙐𝙎𝙉𝙔𝘼.
𝙎𝙀𝘿𝙄𝘼 𝙁𝙊𝙇𝙇𝙊𝙒𝙀𝙍𝙎&𝙎𝙐𝘽𝙎𝘾𝙍𝙄𝘽𝙀𝙍𝙎 𝙇𝘼𝙄𝙉𝙉𝙔𝘼 𝙎𝙀𝙋𝙀𝙍𝙏𝙄: 𝙁𝘼𝘾𝙀𝘽𝙊𝙊𝙆, 𝙏𝙄𝙆𝙏𝙊𝙆, 𝙎𝙃𝙊𝙋𝙀𝙀, 𝙏𝙒𝙄𝙏𝙏𝙀𝙍, 𝙎𝙐𝘽 𝙔𝙊𝙐𝙏𝙐𝘽𝙀 𝘿𝘼𝙉 𝙅𝙐𝙂𝘼 𝙇𝙄𝙆𝙀/𝙑𝙄𝙀𝙒/𝙇𝘼𝙄𝙉𝙉𝙔𝘼. 𝘽𝙄𝙎𝘼 𝘿𝙈 𝘼𝙏𝘼𝙐 𝙒𝘼 𝟬𝟴𝟱𝟳𝟮𝟯𝟱𝟬𝟭𝟵𝟳𝟮"
2401,pevprasetyo,"Ndk de ngerti lelah na dgn meta kepeng pak. Mula ndk na laku, tangkong bajakan kane 😂"
2402,ian.sicko,"baju bekas udah ada dari jaman baheula, sebelum distro distro ada mereka udah ada duluan, pas distro lagi hype hypenya bahkan kaos dijual 300ribu/pcs pun, baju bekas ga ngeganggu market mereka, cuman mungkin sehabis pandemi kali ya, lapangan kerja turun orang tetep pengen fashionable tapi minim budget akhirnya nyobain thrift dan akhirnya habit ampe sekarang, seharusnya sih bisa beriiringan ya, ya meski diundang undang emang salah sih karna Impor Barang Bekas emang illegal

tapi kalo diliat kesejahteraan, banyak orang yang sekedar cukup dari sini, disaat lapangan kerja lagi pada nendangin orang satu per satu, thrift jadi solusi paling gampang emang, klo thrift distop dan larinya ke UMKM, yang sejahtera yang udah punya brand gede, dia dia orang aja yang sejahtera, sedangkan gue yakin 70% dari kita pasti pernah nyoba bikin brand clothing sendiri, dan itu susahnya naujubillah, mostly cuma orang orang yang bisa dibilang punya previledge yang bisa maju, gue bilang mostly loh ya ga semuanya, tetep ada yang dari 0 juga, tapi ya gimana ya bingung juga si 🙈

kalo di stop larinya ke lokal okedeh, tapi kalo larinya ke brand brand mall yang bukan lokal, sama aja dong 😅

just opini yaa ✌🏻"
2403,crazyyylazyyy,padahal kita cari murahnya…
2404,duniailmu_,Otw thrifting brand lokal indonesiahh 👀
2405,ardiansyahpj,Baju di pasar klewer bagus harga terjangkau🔥
2406,dwikanuqrah,CUAKSS
2407,fthnjmil_,LAU KURANG SAT SET 😂
2408,yulinandes,Eiger gw sebulan dah luntur
2409,mhmmdibrahimzetya,@cokipardedebebas solusinya ada pada mata minus
2410,tioarya_,Team kaos polos Celana pendek
2411,dodopantera,@cokipardedebebas tanyakan saja pd rmput yg bergoyang
2412,illbbrght__,@ortherthing yang pdip gambar banteng mantapp
2413,ratu.views,@mood.jakarta youtuber pemula mampir kuy😍
2414,ajisantoshop,Setuju
2415,smkgf_,@aldireksiyunanda yang ada badak nya
2416,indonesianlocalpride,#banggabuatanindonesia
2417,mczedrel,Sekarang baju bekas harganya udah setara sama baju baru lokal. Udah 35rb buseh. Sama aja boong bekas ketek orang.
2418,mhmdahll__,Otw cari kaos Banteng🤩
